Image,Object,Color,Caption
raw/iTrade/20220204093105__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20211018233521__https____www.scotiaitrade.com__fr__accueil__offres-et-programmes-speciaux__iclub-de-scotia-itrade/content__dam__itrade__images__iStock-531868458.jpg2000.2000.png,"person 91.8%
laptop 89.1%
potted plant 61.1%
potted plant 30.9%","silver
darkslategray
dimgray
darkolivegreen",a woman sitting at a desk using a laptop computer
raw/iTrade/20210822213355__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20220119005720__https____www.scotiaitrade.com__en__home__learning-centre__faqs/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20210927060721__https____www.scotiaitrade.com__en__home__pricing-fees/content__dam__itrade__images__iStock-1305630217.jpg2000.2000.png,"laptop 90.3%
person 79.1%","darkslategray
lightgray
darkgray
darkseagreen",a woman sitting on a couch using a laptop computer
raw/iTrade/20211019001157__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20220326064058__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220326064058__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20211105153946__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20200923183258__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200923183258__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200923183258__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200923183258__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20211009212810__https____www.scotiaitrade.com__en__home__learning-centre__forms-library/content__dam__itrade__images__iStock-826690510.jpg2000.2000.png,"person 94.1%
person 80.5%
laptop 28.3%","darkslategray
silver
darkgray
gray
cadetblue",a woman wearing glasses looking at a tablet
raw/iTrade/20210505153038__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20200925202101__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200925202101__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200925202101__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200925202101__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20211127112835__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20211127112835__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210927071017__https____www.scotiaitrade.com__en__home__open-trading-account/content__dam__itrade__images__Open-scotia-itrade-account-banner-image.jpg2000.2000.jpg,"cell phone 94.2%
person 92.7%
laptop 88.0%","darkslategray
silver
sienna
lightslategray
darkgray",a woman holding a cell phone in front of a laptop computer
raw/iTrade/20210709204001__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20201127042315__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20210920073226__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20220311032145__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220311032145__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20220119004609__https____www.scotiaitrade.com__fr__accueil__types-de-placement__actions/content__dam__itrade__images__iStock-1255592875.jpg2000.2000.png,"person 91.4%
cell phone 79.4%
couch 77.4%","lightgray
darkslategray
darkolivegreen
slategray
dimgray",a man sitting on a couch holding a remote control
raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200723062932__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20220106052841__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220106052841__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20201022053741__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20201022053741__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20201022053741__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20220125024933__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220125024933__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20220312074422__https____www.scotiaitrade.com__en__home__open-trading-account/content__dam__itrade__images__Open-scotia-itrade-account-banner-image.jpg2000.2000.jpg,"cell phone 94.2%
person 92.7%
laptop 88.0%","darkslategray
silver
sienna
lightslategray
darkgray",a woman holding a cell phone in front of a laptop computer
raw/iTrade/20211130115659__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage/content__dam__itrade__images__iStock-1219240164.jpg2000.2000.png,"person 88.8%
dog 80.4%
potted plant 60.1%
chair 59.7%
laptop 57.7%
potted plant 40.1%","darkgray
darkslategray
gainsboro
darkolivegreen",a woman standing in front of a wall of pictures
raw/iTrade/20210730203123__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210920055225__https____www.scotiaitrade.com__en__home__special-offers-programs/content__dam__itrade__images__iStock-874813790.jpg2000.2000.png,"person 89.1%
laptop 65.3%","darkslategray
silver
mediumaquamarine
gray
darkseagreen",a man standing in a room with a glass door
raw/iTrade/20200510235956__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200510235956__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200510235956__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20200510235956__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__iTrade_Education_2020_WebsiteHeader_V5.jpg1280.1280.jpeg,"person 95.0%
person 94.8%","darkgray
black
sienna
slategray",a man and a woman sitting next to each other
raw/iTrade/20210921061533__https____www.scotiaitrade.com__fr__accueil__comptes__comptes-enregistres/content__dam__itrade__images__iStock-509418169.jpg2000.2000.png,"person 94.1%
laptop 92.1%
cup 86.8%","darkslategray
lightgray
darkgray
gray
lightslategray",a man sitting on a couch looking at a tablet computer
raw/iTrade/20210629112654__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20201230203244__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20211022112018__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20210927082214__https____www.scotiaitrade.com__en__home__learning-centre/content__dam__itrade__images__iStock-1219240164.jpg2000.2000.png,"person 88.8%
dog 80.4%
potted plant 60.1%
chair 59.7%
laptop 57.7%
potted plant 40.1%","darkgray
darkslategray
gainsboro
darkolivegreen",a woman standing in front of a wall of pictures
raw/iTrade/20220430012523__https____www.scotiaitrade.com__en__home__learning-centre__forms-library/content__dam__itrade__images__iStock-826690510.jpg2000.2000.png,"person 94.1%
person 80.5%
laptop 28.3%","darkslategray
silver
darkgray
gray
cadetblue",a woman wearing glasses looking at a tablet
raw/iTrade/20210819223138__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20220119012436__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage__navigateur-de-connaissances/content__dam__itrade__images__iStock-1295768958.jpg2000.2000.png,"person 91.8%
laptop 91.8%
chair 59.0%
potted plant 38.6%
chair 27.9%","gray
darkslategray
silver
darkolivegreen
saddlebrown",a woman working on a laptop computer in a living room
raw/iTrade/20211130112043__https____www.scotiaitrade.com__en__home__why-itrade/content__dam__itrade__images__iStock-1062783064.jpg2000.2000.png,"person 90.8%
laptop 87.6%
chair 83.3%
person 80.7%
dining table 50.3%","lightgray
darkslategray
darkolivegreen
gray
sienna",two women standing in a kitchen with a laptop computer
raw/iTrade/20210901234111__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20201106181628__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20201106181628__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20201106181628__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20201106181628__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20220119015503__https____www.scotiaitrade.com__fr__accueil/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220119015503__https____www.scotiaitrade.com__fr__accueil/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210920051003__https____www.scotiaitrade.com__en__home__learning-centre/content__dam__itrade__images__iStock-1219240164.jpg2000.2000.png,"person 88.8%
dog 80.4%
potted plant 60.1%
chair 59.7%
laptop 57.7%
potted plant 40.1%","darkgray
darkslategray
gainsboro
darkolivegreen",a woman standing in front of a wall of pictures
raw/iTrade/20210927080511__https____www.scotiaitrade.com__fr__accueil__ou-commencer/content__dam__itrade__images__iStock-1077085894.jpg2000.2000.png,"laptop 93.5%
person 90.0%
person 88.5%
couch 85.0%
clock 67.9%
couch 47.8%","lightgray
darkslategray
peru
gray
darkolivegreen",a man sitting on a couch with a laptop
raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20200514234758__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__iTrade_Education_2020_WebsiteHeader_V5.jpg1280.1280.jpeg,"person 95.0%
person 94.8%","darkgray
black
sienna
slategray",a man and a woman sitting next to each other
raw/iTrade/20201225223030__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20211130131032__https____www.scotiaitrade.com__en__home__learning-centre/content__dam__itrade__images__iStock-1219240164.jpg2000.2000.png,"person 88.8%
dog 80.4%
potted plant 60.1%
chair 59.7%
laptop 57.7%
potted plant 40.1%","darkgray
darkslategray
gainsboro
darkolivegreen",a woman standing in front of a wall of pictures
raw/iTrade/20210820004257__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20210826004244__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20201203143406__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20210920054215__https____www.scotiaitrade.com__en__home__learning-centre__faqs/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20210927064017__https____www.scotiaitrade.com__fr__accueil__comptes__comptes-non-enregistres/content__dam__itrade__images__iStock-944039332.jpg2000.2000.png,"potted plant 85.4%
person 83.5%
person 82.8%
chair 57.7%
chair 27.7%
couch 26.9%","lightgray
darkolivegreen
darkslategray
dimgray",a man standing on a ladder in a room filled with boxes
raw/iTrade/20210621090154__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20220119021325__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage__faq__calendrier-des-conges-sur-les-marches/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20211009140445__https____www.scotiaitrade.com__en__home__special-offers-programs/content__dam__itrade__images__iStock-874813790.jpg2000.2000.png,"person 89.1%
laptop 65.3%","darkslategray
silver
mediumaquamarine
gray
darkseagreen",a man standing in a room with a glass door
raw/iTrade/20211127004550__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20211127004550__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210210020026__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210313013451__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20211130123457__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20211130123457__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210921042901__https____www.scotiaitrade.com__fr__accueil__frais-et-tarification/content__dam__itrade__images__iStock-1305630217.jpg2000.2000.png,"laptop 90.3%
person 79.1%","darkslategray
lightgray
darkgray
darkseagreen",a woman sitting on a couch using a laptop computer
raw/iTrade/20210702010114__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210225222721__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
